CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,TELEFONO_2,TELEFONO_3,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
00-07-0242-46,01-639,CIUDAD CAPITAL,ZONA 7,CENTRO DE EDUCACION INTEGRAL ELYON,"38 CALLE ""E"" 34-10, COLONIA AMPARO 1, ZONA 7",46810615,NO DISPONIBLE,NO DISPONIBLE,LUDVIN RICARDO URRUTIA LORENTI,SILVIA MARLENI ALVARADO GUARDADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,GUATEMALA OCCIDENTE
00-07-0243-46,01-639,CIUDAD CAPITAL,ZONA 7,CENTRO DE EDUCACION INTEGRAL ELYON,"38 CALLE ""E"" 34-10, COLONIA AMPARO 1, ZONA 7",46810615,NO DISPONIBLE,NO DISPONIBLE,LUDVIN RICARDO URRUTIA LORENTI,SILVIA MARLENI ALVARADO GUARDADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (DOS DÍAS A LA SEMANA),GUATEMALA OCCIDENTE
00-07-0245-46,01-619,CIUDAD CAPITAL,ZONA 7,LICEO DE COMPUTACION C.S.S,CALZADA SAN JUAN 38-83 ZONA 7 COLONIA EL RODEO,24314311,NO DISPONIBLE,NO DISPONIBLE,JUAN WALDEMAR CABRERA MENDEZ,SANDRA PATRICIA RAXON MAX,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-0247-46,01-602,CIUDAD CAPITAL,ZONA 7,LICEO DE COMPUTACION C.S.S. ZONA 7,CALZADA SAN JUAN 38-83 COLONIA EL RODEO ZONA 7,24314311,NO DISPONIBLE,NO DISPONIBLE,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,SANDRA PATRICIA RAXON MAX,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA OCCIDENTE
00-07-0249-46,01-639,CIUDAD CAPITAL,ZONA 7,LICEO DE FORMACION PROFESIONAL,"35 AVENIDA 25-02, COLONIA LAS MARGARITAS ZONA 7",42424190,NO DISPONIBLE,NO DISPONIBLE,LUDVIN RICARDO URRUTIA LORENTI,EDITH NOHEMY PAZ CASTILLO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (FIN DE SEMANA),GUATEMALA OCCIDENTE
00-07-0252-46,01-639,CIUDAD CAPITAL,ZONA 7,COLEGIO EL PATRIARCA SAN JOSE,"38 CALLE E 34-25 COLONIA EL AMPARO 1, ZONA 7 GUATEMALA",59087046,NO DISPONIBLE,NO DISPONIBLE,LUDVIN RICARDO URRUTIA LORENTI,JOSE DAVID GARCIA GARMA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,GUATEMALA OCCIDENTE
00-07-0253-46,01-639,CIUDAD CAPITAL,ZONA 7,COLEGIO EL PATRIARCA SAN JOSE,"38 CALLE E 34-25, COLONIA EL AMPARO 1, ZONA 7 GUATEMALA",59087046,NO DISPONIBLE,NO DISPONIBLE,LUDVIN RICARDO URRUTIA LORENTI,JOSE DAVID GARCIA GARMA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (DOS DÍAS A LA SEMANA),GUATEMALA OCCIDENTE
00-07-0256-46,01-639,CIUDAD CAPITAL,ZONA 7,LICEO MIXTO EN COMPUTACION ROTTERDAM,"31AVENIDA 14-12, COLONIA CIUDAD DE PLATA II, ZONA 7",24738493,NO DISPONIBLE,NO DISPONIBLE,LUDVIN RICARDO URRUTIA LORENTI,MARIA DEL CARMEN LOPEZ BENAVENTE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,GUATEMALA OCCIDENTE
00-07-0259-46,01-639,CIUDAD CAPITAL,ZONA 7,CENTRO EDUCATIVO INNOVA,"14 CALLE 33-32, COLONIA EL RODEO ZONA 7",22340487,NO DISPONIBLE,NO DISPONIBLE,LUDVIN RICARDO URRUTIA LORENTI,LUCIA ALEJANDRA CRUZ CASTELLANOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,GUATEMALA OCCIDENTE
00-07-0262-46,01-639,CIUDAD CAPITAL,ZONA 7,CENTRO EDUCATIVO INNOVA,"14 CALLE 33-32, COLONIA EL RODEO ZONA 7",22340487,NO DISPONIBLE,NO DISPONIBLE,LUDVIN RICARDO URRUTIA LORENTI,LUCIA ALEJANDRA CRUZ CASTELLANOS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (DOS DÍAS A LA SEMANA),GUATEMALA OCCIDENTE
00-07-0266-46,01-639,CIUDAD CAPITAL,ZONA 7,COLEGIO BLAISE PASCAL,"35 AVENIDA 25-02, COLONIA LAS MARGARITAS ZONA 7",39948089,NO DISPONIBLE,NO DISPONIBLE,LUDVIN RICARDO URRUTIA LORENTI,OSCAR ALFONSO AVILA FRANCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,GUATEMALA OCCIDENTE
00-07-0267-46,01-639,CIUDAD CAPITAL,ZONA 7,COLEGIO BLAISE PASCAL,"35 AVENIDA 25-02, COLONIA LAS MARGARITAS ZONA 7",39948089,NO DISPONIBLE,NO DISPONIBLE,LUDVIN RICARDO URRUTIA LORENTI,OSCAR ALFONSO AVILA FRANCIA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (DOS DÍAS A LA SEMANA),GUATEMALA OCCIDENTE
00-07-0269-46,01-639,CIUDAD CAPITAL,ZONA 7,CENTRO DE EDUCACION EXTRAESCOLAR CEEX EL ROI,"38 CALLE ""E"" 34-10 ZONA 7, COLONIA EL AMPARO",46810615,NO DISPONIBLE,NO DISPONIBLE,LUDVIN RICARDO URRUTIA LORENTI,WAGNER ROBERTO MARTINEZ FERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,GUATEMALA OCCIDENTE
00-07-0272-46,01-639,CIUDAD CAPITAL,ZONA 7,LICEO TECNICO DE CIENCIA Y TECNOLOGIA,31 AVENIDA C 11-74 ZONA 7 COLONIA CENTROAMÉRICA,NO DISPONIBLE,NO DISPONIBLE,NO DISPONIBLE,LUDVIN RICARDO URRUTIA LORENTI,JUAN LUIS JOCON UYU,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (DOS DÍAS A LA SEMANA),GUATEMALA OCCIDENTE
00-07-0273-46,01-639,CIUDAD CAPITAL,ZONA 7,LICEO TECNICO DE CIENCIA Y TECNOLOGIA,31 AVENIDA C 11-74 ZONA 7 COLONIA CENTROAMÉRICA,58996240,NO DISPONIBLE,NO DISPONIBLE,LUDVIN RICARDO URRUTIA LORENTI,JUAN LUIS JOCON UYU,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,SEMIPRESENCIAL,GUATEMALA OCCIDENTE
00-07-0651-46,01-620,CIUDAD CAPITAL,ZONA 7,ESCUELA NACIONAL DE CIENCIAS COMERCIALES NO.2,"CALZADA SAN JUAN 32-50 ZONA 7 GUATEMALA, GUATEMALA",24397960,NO DISPONIBLE,NO DISPONIBLE,RONALD MAURICIO MORALES VIVAR,MARGOTH LETICIA ESTURBAN HERRARTE DE LOPEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-0654-46,01-409,CIUDAD CAPITAL,ZONA 7,ESCUELA NAC. DE CIENCIAS COMERCIALES NOCT. ADSC. AL INEB MIGUEL GARCIA GRANADOS,"AVENIDA MOCTEZUMA 31-02 COLONIA BETHANIA, ZONA 7",50166164,NO DISPONIBLE,NO DISPONIBLE,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,HUGO LEONEL AQUINO ABREGO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-0656-46,01-617,CIUDAD CAPITAL,ZONA 7,INSTITUTO PARTICULAR MIXTO MIGUEL ANGEL ASTURIAS,"4A. AVENIDA 0-28 ZONA 7 COLONIA LANDIVAR GUATEMALA, GUATEMALA",24408842,NO DISPONIBLE,NO DISPONIBLE,MARIA DEL ROSARIO VARGAS SANDOVAL,IRMA YOLANDA ROSALES SALAZAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-0660-46,01-409,CIUDAD CAPITAL,ZONA 7,INSTITUTO MIXTO PRIVADO EL MAESTRO AMIGO,CALZADA ROOSEVELT 2-34,24751249,NO DISPONIBLE,NO DISPONIBLE,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,SERGIO MEJIA AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-2501-46,01-619,CIUDAD CAPITAL,ZONA 7,COLEGIO DE INFORMATICA IMB PC NO.1,CALZADA SAN JUAN 31-97 Y  32 AVENIDA 4-04  ZONA  7 GUATEMALA,23025400,NO DISPONIBLE,NO DISPONIBLE,JUAN WALDEMAR CABRERA MENDEZ,CARLOS ALFREDO DE LEON ALB,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-2972-46,01-619,CIUDAD CAPITAL,ZONA 7,CENTRO EDUCATIVO TECNICO LABORAL KINAL,6A. AVENIDA 13-54 COL. LANDIVAR ZONA 7 GUATEMALA,46018773,NO DISPONIBLE,NO DISPONIBLE,JUAN WALDEMAR CABRERA MENDEZ,FRANCISCO ANTONIO MORALES RODAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-2977-46,01-619,CIUDAD CAPITAL,ZONA 7,LICEO DE COMPUTACION C.S.S,CALZADA SAN JUAN 38-83 COLONIA EL RODEO,24314311,NO DISPONIBLE,NO DISPONIBLE,JUAN WALDEMAR CABRERA MENDEZ,SANDRA PATRICIA RAXON MAX,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-7201-46,01-619,CIUDAD CAPITAL,ZONA 7,CENTRO DE ESTUDIOS TURISTICOS Y FINANCIEROS CONTINENTAL,37 AVENIDA 2-24 COLONIA EL RODEO,56328236,NO DISPONIBLE,NO DISPONIBLE,JUAN WALDEMAR CABRERA MENDEZ,MANUEL ANTONIO MELGAR HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-7212-46,01-409,CIUDAD CAPITAL,ZONA 7,COLEGIO DE INFORMATICA IMB PC #1,CALZADA SAN JUAN Y 32 AVENIDA 31-97 Y  4-04 ZONA 7,23025400,NO DISPONIBLE,NO DISPONIBLE,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,CARLOS ALFREDO DE LEON ALB,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-7646-46,01-602,CIUDAD CAPITAL,ZONA 7,LICEO MIXTO TECNICO EN COMPUTACION SENDA 2000,CALZADA SAN JUAN 13-73 ZONA 7,24401029,NO DISPONIBLE,NO DISPONIBLE,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,BENEDICTO HERNANDEZ AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-7649-46,01-619,CIUDAD CAPITAL,ZONA 7,LICEO MIXTO TECNICO EN COMPUTACION SENDA 2 000,CALZADA SAN JUAN 12-73,24401029,NO DISPONIBLE,NO DISPONIBLE,JUAN WALDEMAR CABRERA MENDEZ,BENEDICTO HERNANDEZ AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-7832-46,01-619,CIUDAD CAPITAL,ZONA 7,COLEGIO EN INFORMATICA IMB PC N0.1,"CALZADA SAN JUAN Y 32 AV. 4-04, COLONIA CENTRO AMERICA",22791317,NO DISPONIBLE,NO DISPONIBLE,JUAN WALDEMAR CABRERA MENDEZ,CARLOS ALFREDO DE LEON ALB,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-8222-46,01-617,CIUDAD CAPITAL,ZONA 7,COLEGIO MONTE CARMELO,2A. CALLE 32-41 ZONA 7 GUATEMALA,24346629,NO DISPONIBLE,NO DISPONIBLE,MARIA DEL ROSARIO VARGAS SANDOVAL,ANA BEATRIZ GIRON SALAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-8335-46,01-409,CIUDAD CAPITAL,ZONA 7,LICEO MIXTO TECNICO EN COMPUTACION SENDA 2000,CALZADA SAN JUAN 12-73,24401029,NO DISPONIBLE,NO DISPONIBLE,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,BENEDICTO HERNANDEZ AGUILAR,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-8388-46,01-602,CIUDAD CAPITAL,ZONA 7,COLEGIO DE INFORMATICA IMB PC NO.1,"CALZADA SAN JUAN Y 32 AVENIDA 31-97, 31-99 Y  4-04  ZONA 7 GUATEMALA",23025400,NO DISPONIBLE,NO DISPONIBLE,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,CARLOS ALFREDO DE LEON ALB,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-8492-46,01-409,CIUDAD CAPITAL,ZONA 7,COLEGIO INTERAMERICANO DE INFORMATICA,3A. CALLE 2-28 COLONIA LANDIVAR,24723115,NO DISPONIBLE,NO DISPONIBLE,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,CARMEN LIZETH RAXON CUC,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-8493-46,01-409,CIUDAD CAPITAL,ZONA 7,COLEGIO INTERAMERICANO DE INFORMATICA,3A. CALLE 2-28 COLONIA LANDIVAR,24716293,NO DISPONIBLE,NO DISPONIBLE,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,CARMEN LIZETH RAXON CUC,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-8516-46,01-617,CIUDAD CAPITAL,ZONA 7,LICEO MIXTO EN COMPUTACION ROTTERDAM,"31 AVENIDA 14-12, COLONIA CIUDAD DE PLATA II ZONA 7 GUATEMALA",24738493,NO DISPONIBLE,NO DISPONIBLE,MARIA DEL ROSARIO VARGAS SANDOVAL,MARIA DEL CARMEN LOPEZ BENAVENTE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-8591-46,01-603,CIUDAD CAPITAL,ZONA 7,CENTRO EDUCATIVO LOS SAUCES,31 AVE. 14-26 COLONIA CIUDAD DE PLATA II,24738983,NO DISPONIBLE,NO DISPONIBLE,ROSA ALBELIA ARDON DE MOTTA,AGUSTIN SENCION ALVARADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-8595-46,01-623,CIUDAD CAPITAL,ZONA 7,CENTRO EDUCATIVO LOS SAUCES,31 AVE. 14-26 COLONIA CIUDAD DE PLATA II,24738983,NO DISPONIBLE,NO DISPONIBLE,FEDERICO ESTUARDO IRUNGARAY SAMAYOA,AGUSTIN SENCION ALVARADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-8718-46,01-617,CIUDAD CAPITAL,ZONA 7,COLEGIO MESOAMERICANO,6A CALLE A 10-38 COLONIA QUINTA SAMAYOA GUATEMALA,24718515,NO DISPONIBLE,NO DISPONIBLE,MARIA DEL ROSARIO VARGAS SANDOVAL,DELIA DEL CARMEN MARTINEZ POSADAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-8805-46,01-619,CIUDAD CAPITAL,ZONA 7,COLEGIO MIXTO DURUELO,"38 CALLE  ""C""  FINAL COLONIA EL AMPARO I",24316649,NO DISPONIBLE,NO DISPONIBLE,JUAN WALDEMAR CABRERA MENDEZ,MARIA DEL CARMEN GONZALEZ GONZALEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-9009-46,01-619,CIUDAD CAPITAL,ZONA 7,COLEGIO MIXTO MARIA DE FATIMA,"37 AVENIDA 2-64, COLONIA EL RODEO",24393133,NO DISPONIBLE,NO DISPONIBLE,JUAN WALDEMAR CABRERA MENDEZ,ANA MARIA TURCIOS OSORIO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-9092-46,01-617,CIUDAD CAPITAL,ZONA 7,LICEO DE CIENCIA Y TECNOLOGIA,"CALZADA SAN JUAN 37-78, COLONIA EL RODEO",24321644,NO DISPONIBLE,NO DISPONIBLE,MARIA DEL ROSARIO VARGAS SANDOVAL,VILMA ISABEL OROZCO LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-9094-46,01-617,CIUDAD CAPITAL,ZONA 7,LICEO DE CIENCIA Y TECNOLOGIA,"CALZADA SAN JUAN 37-78, COLONIA EL RODEO",24321644,NO DISPONIBLE,NO DISPONIBLE,MARIA DEL ROSARIO VARGAS SANDOVAL,VILMA ISABEL OROZCO LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-9200-46,01-409,CIUDAD CAPITAL,ZONA 7,INSTITUTO PRIVADO MIXTO SAN JUAN,CALZADA SAN JUAN 31-47,59515512,NO DISPONIBLE,NO DISPONIBLE,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,JUAN WALDEMAR CABRERA MENDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-9257-46,01-619,CIUDAD CAPITAL,ZONA 7,CENTRO EDUCATIVO TECNICO LABORAL KINAL,6A. 13-54 COLONIA LANDIVAR ZONA 7 GUATEMALA,46018773,NO DISPONIBLE,NO DISPONIBLE,JUAN WALDEMAR CABRERA MENDEZ,FRANCISCO ANTONIO MORALES RODAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-9260-46,01-619,CIUDAD CAPITAL,ZONA 7,INSTITUTO TECNOLOGICO EN ELECTRONICA Y DIBUJO,CALZADA SAN JUAN 31-47,24392574,NO DISPONIBLE,NO DISPONIBLE,JUAN WALDEMAR CABRERA MENDEZ,OSCAR ALFREDO HERRERA JUAREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-9261-46,01-619,CIUDAD CAPITAL,ZONA 7,INSTITUTO TECNOLOGICO EN ELECTRONICA Y DIBUJO,CALZADA SAN JUAN 31-47,24392574,NO DISPONIBLE,NO DISPONIBLE,JUAN WALDEMAR CABRERA MENDEZ,OSCAR ALFREDO HERRERA JUAREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-9263-46,01-623,CIUDAD CAPITAL,ZONA 7,COLEGIO BILINGUE DE COMPUTACION C. B. C,38 AVENIDA 4-55 COLONIA LA FLORESTA,24312167,NO DISPONIBLE,NO DISPONIBLE,FEDERICO ESTUARDO IRUNGARAY SAMAYOA,DELIA RAMIREZ FARFAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-9299-46,01-623,CIUDAD CAPITAL,ZONA 7,LICEO CRISTIANO VERDAD L.C.V,"13 AVENIDA 4-03, COLONIA QUINTA SAMAYOA",48467509,NO DISPONIBLE,NO DISPONIBLE,FEDERICO ESTUARDO IRUNGARAY SAMAYOA,MARTA AZUCENA PAZ QUINONEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-9341-46,01-617,CIUDAD CAPITAL,ZONA 7,COLEGIO GUATEMALTECO DE INFORMATICA,31 CALLE 12-67 COLONIA BETHANIA ZONA 7,24319830,NO DISPONIBLE,NO DISPONIBLE,MARIA DEL ROSARIO VARGAS SANDOVAL,ZOILA MARITZA NORIEGA MENDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-9342-46,01-409,CIUDAD CAPITAL,ZONA 7,COLEGIO GUATEMALTECO DE INFORMATICA,"31 CALLE 12-67, COLONIA BETHANIA ZONA 7",24319830,NO DISPONIBLE,NO DISPONIBLE,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,ZOILA MARITZA NORIEGA MENDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-9402-46,01-409,CIUDAD CAPITAL,ZONA 7,INSTITUTO PRIVADO MIXTO SAN JUAN,CALZADA SAN JUAN 31-47,59515512,NO DISPONIBLE,NO DISPONIBLE,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,JUAN WALDEMAR CABRERA MENDEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-9406-46,01-602,CIUDAD CAPITAL,ZONA 7,LICEO DE COMPUTACION C.S.S ZONA 7,CALZADA SAN JUAN 38-83 COLONIA EL RODEO,24314311,NO DISPONIBLE,NO DISPONIBLE,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,SANDRA PATRICIA RAXON MAX,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-9543-46,01-617,CIUDAD CAPITAL,ZONA 7,LICEO CRISTIANO DE FORMACION EMPRESARIAL,CALZADA SAN JUAN 32-83,24339685,NO DISPONIBLE,NO DISPONIBLE,MARIA DEL ROSARIO VARGAS SANDOVAL,LICDA. LILIA ADRIANA LEMUS GALAN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-07-9545-46,01-409,CIUDAD CAPITAL,ZONA 7,LICEO DE CIENCIA Y TECNOLOGIA,CALZADA SAN JUAN 37-78 COLONIA EL RODEO,24321644,NO DISPONIBLE,NO DISPONIBLE,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,VILMA ISABEL OROZCO LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-9749-46,01-409,CIUDAD CAPITAL,ZONA 7,COLEGIO PANAMERICANO NO.4,37 AVENIDA 3-88 ZONA 7 GUATEMALA,24374265,NO DISPONIBLE,NO DISPONIBLE,IDALIA DEL ROSARIO LOPEZ SANDOVAL DE PAIZ,SONIA LETICIA MACHUCA RODRIGUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,GUATEMALA OCCIDENTE
00-07-9785-46,01-619,CIUDAD CAPITAL,ZONA 7,INSTITUTO TECNOLOGICO EN ELECTRONICA Y DIBUJO,CALZADA SAN JUAN 31-47,24392574,NO DISPONIBLE,NO DISPONIBLE,JUAN WALDEMAR CABRERA MENDEZ,OSCAR ALFREDO HERRERA JUAREZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-08-0011-46,01-620,CIUDAD CAPITAL,ZONA 8,COLEGIO EVANGELICO MIXTO EL CALVARIO,32 CALLE 2-26 ZONA 8,22468090,NO DISPONIBLE,NO DISPONIBLE,RONALD MAURICIO MORALES VIVAR,ADRIANA ISABEL SIGNOR DE LEON,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),GUATEMALA OCCIDENTE
00-08-0677-46,01-401,CIUDAD CAPITAL,ZONA 8,ESCUELA NACIONAL DE CIENCIAS COMERCIALES NO.5,2A. AVENIDA 38-91,24751605,NO DISPONIBLE,NO DISPONIBLE,IXMUCANE ALDANA VILLAVICENCIO,NAHELA SELENE PIVARAL GALINDO,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
00-08-2517-46,01-401,CIUDAD CAPITAL,ZONA 8,LICEO CRISTIANO JUVENTUD,27 CALLE  A  7-24,24711165,NO DISPONIBLE,NO DISPONIBLE,IXMUCANE ALDANA VILLAVICENCIO,CARLOS DANIEL FIGUEROA CONTRERAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),GUATEMALA OCCIDENTE
